Price,Area,Bathrooms,Balconies,Current_Floor,Total_Floors,Furnishing_Status,Mapped_Area,Facing,Property_Age,Bedrooms,Area_Type,Property_Status
90.0,1500.0,4.0,2.0,4.0,8.0,Unknown,Sargasan,East,New,4.0,Carpet,Ready_to_Move
100.0,2308.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Carpet,Under_Construction
130.0,3330.0,4.0,3.0,2.0,13.0,Unknown,Sargasan,North-East,New,4.0,Super Built-up,Under_Construction
91.88,2205.0,3.0,1.0,11.0,13.0,Unknown,Kudasan,East,New,3.0,Super Built-up,Under_Construction
105.0,2529.0,3.0,1.0,7.0,13.0,unfurnished,Kudasan,East,New,3.0,Super Built-up,Under_Construction
135.0,746.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Carpet,Ready_to_Move
84.0,1854.0,3.0,1.0,2.0,10.0,unfurnished,Sargasan,East,New,3.0,Carpet,Ready_to_Move
80.0,1728.0,2.0,2.0,5.0,8.0,unfurnished,Raysan,East,New,2.0,Super Built-up,Ready_to_Move
56.0,1260.0,2.0,1.0,4.0,5.0,unfurnished,Kudasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
99.0,2322.0,3.0,3.0,8.0,11.0,unfurnished,Raysan,East,Unknown,3.0,Carpet,Ready_to_Move
75.0,1506.0,2.0,1.0,5.0,8.0,furnished,Randesan,Unknown,New,2.0,Carpet,Ready_to_Move
58.0,1215.0,2.0,1.0,4.0,5.0,semi-furnished,Sargasan,East,10-20 years,2.0,Super Built-up,Ready_to_Move
62.0,1503.0,2.0,1.0,10.0,13.0,Unknown,Kudasan,Unknown,Unknown,2.0,Super Built-up,Under_Construction
32.0,864.0,1.0,1.0,2.0,5.0,unfurnished,Vavol,East,5-10 years,1.0,Super Built-up,Ready_to_Move
40.0,1080.0,2.0,1.0,7.0,7.0,unfurnished,Vavol,East,New,2.0,Super Built-up,Ready_to_Move
86.0,1700.0,3.0,1.0,4.0,5.0,unfurnished,Koba,East,New,3.0,Super Built-up,Ready_to_Move
65.0,686.0,2.0,1.0,4.0,12.0,unfurnished,Sargasan,East,New,2.0,Carpet,Ready_to_Move
140.0,777.0,2.0,1.0,8.0,24.0,unfurnished,Gift City,North,New,2.0,Carpet,Ready_to_Move
50.0,1314.0,2.0,1.0,6.0,7.0,Unknown,Vavol,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
45.0,1458.0,2.0,1.0,4.0,5.0,Unknown,Randesan,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
35.0,762.0,1.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,1.0,Super Built-up,Ready_to_Move
80.0,1710.0,3.0,1.0,7.0,10.0,unfurnished,Raysan,East,New,3.0,Super Built-up,Ready_to_Move
47.0,963.0,2.0,1.0,3.0,8.0,unfurnished,Sargasan,South,5-10 years,2.0,Super Built-up,Ready_to_Move
29.0,344.0,1.0,1.0,5.0,5.0,Unknown,Pethapur,Unknown,10-20 years,1.0,Super Built-up,Ready_to_Move
60.0,1323.0,2.0,1.0,5.0,7.0,unfurnished,Randesan,East,New,2.0,Super Built-up,Ready_to_Move
80.0,1764.0,3.0,1.0,1.0,5.0,unfurnished,Sargasan,East,5-10 years,3.0,Super Built-up,Ready_to_Move
60.0,1305.0,2.0,1.0,2.0,6.0,Unknown,Randesan,Unknown,5-10 years,2.0,Super Built-up,Ready_to_Move
80.0,1854.0,3.0,2.0,9.0,13.0,unfurnished,Sargasan,East,New,3.0,Super Built-up,Ready_to_Move
75.0,1800.0,3.0,3.0,1.0,14.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Under_Construction
155.0,3573.0,4.0,3.0,0.0,21.0,Unknown,Kudasan,East,New,3.0,Built-up,Under_Construction
35.0,1080.0,2.0,2.0,5.0,5.0,unfurnished,Dahegam,West,New,2.0,Super Built-up,Ready_to_Move
118.0,2484.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
121.0,2594.0999,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
229.0,2695.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,3.0,Super Built-up,Under_Construction
155.0,1875.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,3.0,Super Built-up,Under_Construction
75.0,1080.0,2.0,2.0,8.0,13.0,unfurnished,Sargasan,East,New,3.0,Super Built-up,Ready_to_Move
290.0,2110.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,New,3.0,Super Built-up,Under_Construction
247.00000000000003,1842.0,3.0,2.0,8.5,25.0,Unknown,Gift City,Unknown,New,3.0,Super Built-up,Under_Construction
65.0,1890.0,2.0,2.0,2.0,10.0,unfurnished,Kudasan,North-East,1-5 years,2.0,Carpet,Ready_to_Move
121.0,2565.0,3.0,1.0,7.0,13.0,Unknown,Kudasan,Unknown,New,3.0,Super Built-up,Under_Construction
113.0,2475.0,3.0,1.0,9.0,10.0,unfurnished,Khoraj,East,New,3.0,Super Built-up,Ready_to_Move
91.5,2700.0,3.0,1.0,5.0,10.0,Unknown,Vavol,East,New,3.0,Super Built-up,Under_Construction
69.5,1845.0,3.0,1.0,7.0,8.0,unfurnished,Kudasan,East,1-5 years,3.0,Super Built-up,Ready_to_Move
42.0,1170.0,2.0,1.0,1.0,3.0,unfurnished,Vavol,East,New,2.0,Super Built-up,Ready_to_Move
113.0,2475.0,3.0,1.0,7.0,11.0,Unknown,Khoraj,Unknown,New,3.0,Super Built-up,Ready_to_Move
45.0,1179.0,2.0,1.0,5.0,8.0,unfurnished,Vavol,East,1-5 years,2.0,Super Built-up,Ready_to_Move
43.0,1170.0,2.0,1.0,6.0,7.0,unfurnished,Vavol,East,1-5 years,2.0,Super Built-up,Ready_to_Move
34.0,810.0,1.0,1.0,1.0,3.0,unfurnished,Vavol,East,5-10 years,1.0,Super Built-up,Ready_to_Move
61.5,1845.0,3.0,1.0,7.0,11.0,Unknown,Khoraj,Unknown,Unknown,3.0,Super Built-up,Under_Construction
70.0,1845.0,3.0,1.0,9.0,13.0,Unknown,Kudasan,South-East,New,3.0,Super Built-up,Ready_to_Move
130.0,2313.0,3.0,1.0,10.0,10.0,unfurnished,Sargasan,East,1-5 years,3.0,Super Built-up,Ready_to_Move
55.0,1242.0,2.0,1.0,6.0,7.0,unfurnished,Uvarsad,East,1-5 years,2.0,Super Built-up,Ready_to_Move
135.0,2952.0,4.0,2.0,4.0,8.0,unfurnished,Kudasan,Unknown,Unknown,4.0,Built-up,Ready_to_Move
78.75,2025.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Super Built-up,Under_Construction
85.85,2025.0,3.0,3.0,6.0,13.0,Unknown,Sargasan,East,New,3.0,Super Built-up,Under_Construction
101.0,2673.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
52.0,1305.0,2.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,New,2.0,Built-up,Ready_to_Move
108.0,2673.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,New,3.0,Built-up,Ready_to_Move
62.0,1395.0,2.0,1.0,5.0,11.0,semi-furnished,Sargasan,Unknown,New,2.0,Built-up,Ready_to_Move
67.0,1593.0,2.0,1.0,4.0,13.0,Unknown,Sargasan,Unknown,Unknown,2.0,Carpet,Under_Construction
134.0,2308.0,3.0,2.0,13.0,14.0,Unknown,Sargasan,Unknown,Unknown,3.0,Carpet,Under_Construction
62.0,1377.0,2.0,2.0,1.0,6.0,Unknown,Sargasan,Unknown,5-10 years,2.0,Super Built-up,Ready_to_Move
58.0,1566.0,2.0,1.0,7.0,14.0,Unknown,Kudasan,Unknown,New,2.0,Super Built-up,Under_Construction
98.0,2466.0,3.0,2.0,5.0,14.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Under_Construction
92.0,2322.0,3.0,2.0,7.0,14.0,Unknown,Sargasan,Unknown,New,3.0,Built-up,Under_Construction
81.0,869.0,3.0,2.0,7.0,11.0,Unknown,Sargasan,Unknown,New,3.0,Carpet,Ready_to_Move
140.0,3141.0,4.0,3.0,5.0,10.0,semi-furnished,Sargasan,Unknown,New,4.0,Super Built-up,Under_Construction
94.85,2439.0,3.0,3.0,5.0,14.0,Unknown,Uvarsad,Unknown,New,3.0,Super Built-up,Under_Construction
53.0,1600.0,2.0,1.0,4.0,8.0,Unknown,Koba,Unknown,Unknown,2.0,Built-up,Ready_to_Move
120.0,1998.0,3.0,1.0,6.0,13.0,Unknown,Randesan,East,New,3.0,Super Built-up,Ready_to_Move
81.81,1800.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
93.07,2295.0,3.0,1.0,0.0,1.0,unfurnished,Kudasan,South-West,New,3.0,Super Built-up,Under_Construction
46.0,1602.0,2.0,3.0,2.0,13.0,Unknown,Randheja,Unknown,New,2.0,Super Built-up,Under_Construction
80.0,1710.0,3.0,1.0,4.0,8.0,Unknown,Raysan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
47.0,1485.0,2.0,3.0,1.0,7.0,Unknown,Randheja,Unknown,New,2.0,Super Built-up,Ready_to_Move
128.0,1511.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Super Built-up,Under_Construction
50.0,900.0,2.0,2.0,2.0,7.0,unfurnished,Sargasan,East,1-5 years,2.0,Carpet,Ready_to_Move
98.0,1320.0,3.0,1.0,4.0,8.0,furnished,Raysan,Unknown,New,3.0,Carpet,Ready_to_Move
60.0,1134.0,2.0,1.0,3.0,5.0,furnished,Sargasan,North-East,1-5 years,2.0,Super Built-up,Ready_to_Move
61.0,1044.0,2.0,2.0,4.0,8.0,unfurnished,Sargasan,East,New,2.0,Super Built-up,Ready_to_Move
70.0,1845.0,3.0,1.0,4.0,14.0,Unknown,Khoraj,East,New,3.0,Super Built-up,Under_Construction
111.0,1000.0,2.0,1.0,5.0,33.0,unfurnished,Gift City,East,New,1.0,Super Built-up,Under_Construction
248.0,2020.0,3.0,2.0,9.0,33.0,Unknown,Gift City,East,New,3.0,Super Built-up,Under_Construction
80.0,800.0,1.0,1.0,8.0,33.0,unfurnished,Gift City,East,New,1.0,Super Built-up,Under_Construction
183.0,1400.0,2.0,2.0,10.0,13.0,unfurnished,Gift City,East,New,2.0,Super Built-up,Under_Construction
130.0,1500.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Super Built-up,Under_Construction
34.0,600.0,1.0,1.0,4.0,8.0,semi-furnished,Sargasan,Unknown,New,1.0,Carpet,Ready_to_Move
48.0,1125.0,2.0,1.0,5.0,10.0,unfurnished,Sargasan,North-East,1-5 years,2.0,Carpet,Ready_to_Move
50.0,1260.0,2.0,1.0,4.0,5.0,unfurnished,Sargasan,East,10-20 years,2.0,Super Built-up,Ready_to_Move
128.0,1511.0,2.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,2.0,Super Built-up,Under_Construction
40.0,1080.0,2.0,1.0,2.0,6.0,Unknown,Kalol,Unknown,Unknown,2.0,Carpet,Ready_to_Move
18.0,810.0,1.0,1.0,2.0,6.0,Unknown,Kalol,Unknown,Unknown,1.0,Carpet,Ready_to_Move
46.0,855.0,2.0,1.0,5.0,8.0,Unknown,Randesan,Unknown,New,2.0,Carpet,Ready_to_Move
58.51,1404.0,2.0,2.0,2.0,11.0,Unknown,Sargasan,East,New,2.0,Super Built-up,Under_Construction
70.0,1683.0,3.0,1.0,8.0,11.0,semi-furnished,Sargasan,North-East,New,3.0,Built-up,Ready_to_Move
65.0,1476.0,2.0,1.0,4.0,13.0,unfurnished,Raysan,East,1-5 years,2.0,Super Built-up,Ready_to_Move
95.0,1255.0,3.0,3.0,2.0,14.0,unfurnished,Sargasan,West,New,3.0,Carpet,Ready_to_Move
40.0,900.0,1.0,1.0,3.0,8.0,Unknown,Sargasan,East,New,1.0,Super Built-up,Under_Construction
50.0,1305.0,2.0,1.0,2.0,8.0,unfurnished,Sargasan,East,New,2.0,Super Built-up,Under_Construction
118.0,2259.0,3.0,1.0,5.0,8.0,Unknown,Randesan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
72.0,1728.0,3.0,3.0,12.0,13.0,unfurnished,Sargasan,North-East,New,3.0,Built-up,Ready_to_Move
92.0,2736.0,3.0,3.0,13.0,13.0,Unknown,Sargasan,North-East,New,3.0,Built-up,Ready_to_Move
67.0,907.0,3.0,2.0,7.0,8.0,unfurnished,Raysan,North-East,New,3.0,Carpet,Ready_to_Move
25.0,738.0,1.0,1.0,3.0,3.0,Unknown,Randheja,Unknown,Unknown,1.0,Super Built-up,Ready_to_Move
60.0,1395.0,2.0,3.0,5.0,7.0,unfurnished,Sargasan,North-East,1-5 years,2.0,Built-up,Ready_to_Move
105.0,1872.0,3.0,1.0,7.0,15.0,semi-furnished,Sargasan,East,New,3.0,Super Built-up,Ready_to_Move
50.0,1260.0,2.0,3.0,1.0,5.0,unfurnished,Sargasan,North-East,5-10 years,2.0,Built-up,Ready_to_Move
55.0,1268.0,2.0,1.0,5.0,6.0,Unknown,Sargasan,Unknown,5-10 years,2.0,Super Built-up,Ready_to_Move
55.0,1242.0,2.0,1.0,1.0,6.0,Unknown,Sargasan,Unknown,5-10 years,2.0,Carpet,Ready_to_Move
66.0,1044.0,2.0,2.0,7.0,11.0,Unknown,Sargasan,Unknown,1-5 years,2.0,Super Built-up,Ready_to_Move
60.0,1550.0,2.0,3.0,10.0,14.0,Unknown,Sargasan,Unknown,New,2.0,Super Built-up,Under_Construction
118.0,1095.0,2.0,2.0,21.0,33.0,unfurnished,Gift City,East,New,2.0,Super Built-up,Ready_to_Move
60.0,1575.0,2.0,1.0,3.0,14.0,unfurnished,Kudasan,East,New,2.0,Super Built-up,Under_Construction
44.0,1224.0,2.0,1.0,6.0,7.0,Unknown,Koba,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
40.0,630.0,1.0,1.0,1.0,10.0,unfurnished,Sargasan,North-East,10-20 years,1.0,Carpet,Ready_to_Move
142.0,2637.0,3.0,3.0,3.0,7.0,unfurnished,Kudasan,North-East,1-5 years,3.0,Built-up,Ready_to_Move
98.0,2190.0,3.0,3.0,6.0,13.0,Unknown,Randesan,Unknown,New,3.0,Super Built-up,Ready_to_Move
53.0,1197.0,2.0,1.0,2.0,5.0,unfurnished,Sargasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
52.0,1278.0,2.0,1.0,4.0,6.0,Unknown,Sargasan,Unknown,5-10 years,2.0,Built-up,Ready_to_Move
58.0,1260.0,2.0,1.0,1.0,6.0,semi-furnished,Uvarsad,Unknown,5-10 years,2.0,Carpet,Ready_to_Move
190.0,3816.0,4.0,3.0,13.0,13.0,Unknown,Sargasan,North-East,1-5 years,4.0,Carpet,Ready_to_Move
118.0,2520.0,2.0,2.0,5.0,8.0,unfurnished,Raysan,East,New,3.0,Super Built-up,Ready_to_Move
130.0,2925.0,3.0,1.0,4.0,8.0,Unknown,Raysan,Unknown,New,3.0,Super Built-up,Under_Construction
78.0,1287.0,3.0,1.0,8.0,13.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
35.0,675.0,2.0,1.0,4.0,5.0,unfurnished,Sargasan,South-West,New,1.0,Carpet,Ready_to_Move
38.0,1170.0,2.0,1.0,2.0,3.0,unfurnished,Vavol,East,5-10 years,2.0,Super Built-up,Ready_to_Move
50.0,1278.0,2.0,1.0,4.0,8.0,semi-furnished,Sargasan,Unknown,New,2.0,Super Built-up,Ready_to_Move
65.0,796.536,1.0,1.0,2.0,6.0,semi-furnished,Koba,Unknown,10-20 years,2.0,Carpet,Ready_to_Move
27.0,1080.0,2.0,1.0,3.0,3.0,unfurnished,Vavol,Unknown,New,2.0,Super Built-up,Ready_to_Move
150.0,1334.736,4.0,2.0,6.0,15.0,unfurnished,Koba,Unknown,New,4.0,Carpet,Under_Construction
82.0,1692.0,3.0,1.0,5.0,8.0,Unknown,Randesan,Unknown,Unknown,3.0,Built-up,Ready_to_Move
80.0,1692.0,3.0,1.0,2.0,6.0,furnished,Gift City,Unknown,New,3.0,Built-up,Ready_to_Move
22.0,579.3130979999999,2.0,1.0,2.0,6.0,unfurnished,Kalol,Other,New,2.0,Carpet,Ready_to_Move
85.0,1854.0,3.0,1.0,0.0,1.0,Unknown,Sargasan,Unknown,New,3.0,Built-up,Ready_to_Move
32.0,1001.052,2.0,1.0,1.0,5.5,Unknown,Kalol,Unknown,New,2.0,Carpet,Ready_to_Move
42.0,1173.2759999999998,2.0,1.0,2.0,6.0,unfurnished,Vavol,Unknown,5-10 years,2.0,Carpet,Ready_to_Move
28.0,1325.0,2.0,1.0,2.0,6.0,semi-furnished,Gift City,Unknown,New,2.0,Super Built-up,Ready_to_Move
12.0,463.4504784,1.0,1.0,2.0,3.0,Unknown,Chiloda,Unknown,10-20 years,1.0,Carpet,Ready_to_Move
35.0,1614.585,1.0,1.0,0.0,1.0,semi-furnished,Vavol,Unknown,New,1.0,Built-up,Ready_to_Move
21.0,384.0,1.0,1.0,1.0,4.0,unfurnished,Kalol,West,1-5 years,1.0,Carpet,Ready_to_Move
120.0,2520.0,1.0,1.0,0.0,1.0,Unknown,Raysan,Unknown,New,1.0,Built-up,Ready_to_Move
110.0,2619.0,3.0,1.0,4.0,8.0,Unknown,Raysan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
38.0,1188.0,2.0,1.0,0.0,1.0,unfurnished,Pethapur,Unknown,New,2.0,Built-up,Ready_to_Move
50.0,1242.0,2.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,2.0,Carpet,Ready_to_Move
70.0,1000.0,3.0,3.0,2.0,6.0,Unknown,Chiloda,Unknown,Unknown,3.0,Carpet,Ready_to_Move
125.0,2277.0,3.0,1.0,4.0,8.0,Unknown,Raysan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
20.0,528.0,1.0,1.0,1.0,4.0,semi-furnished,Kalol,Unknown,5-10 years,1.0,Super Built-up,Ready_to_Move
35.0,581.2506,1.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,1.0,Built-up,Ready_to_Move
78.0,1854.0,3.0,1.0,8.0,14.0,unfurnished,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
111.0,529.0,2.0,1.0,7.0,33.0,Unknown,Gift City,Unknown,New,1.0,Carpet,Under_Construction
221.0,2600.0,4.0,3.0,4.5,7.0,furnished,Sector 8,Unknown,10-20 years,4.0,Carpet,Ready_to_Move
86.0,1602.0,2.0,3.0,12.0,14.0,furnished,Uvarsad,Unknown,New,3.0,Super Built-up,Ready_to_Move
56.0,400.0,1.0,1.0,1.0,3.0,semi-furnished,Kalol,Other,1-5 years,1.0,Carpet,Ready_to_Move
32.0,1215.0,2.0,1.0,5.0,5.0,semi-furnished,Sargasan,Unknown,New,2.0,Built-up,Ready_to_Move
75.0,1500.0,2.0,2.0,5.0,7.0,Unknown,Pethapur,Unknown,5-10 years,2.0,Super Built-up,Ready_to_Move
47.0,1152.0,2.0,1.0,5.0,5.0,unfurnished,Sargasan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
52.0,1197.0,2.0,1.0,5.0,5.0,Unknown,Sargasan,North,1-5 years,2.0,Built-up,Ready_to_Move
48.0,680.0,2.0,1.0,2.0,8.0,unfurnished,Sargasan,North-East,1-5 years,2.0,Carpet,Ready_to_Move
65.0,790.0,3.0,2.0,8.0,12.0,unfurnished,Raysan,North-East,New,3.0,Carpet,Ready_to_Move
95.0,1255.0,3.0,2.0,6.0,14.0,unfurnished,Sargasan,North-East,New,3.0,Carpet,Ready_to_Move
70.0,1197.0,2.0,1.0,5.0,8.0,furnished,Sargasan,Unknown,New,2.0,Carpet,Ready_to_Move
127.0,2502.0,3.0,1.0,4.0,8.0,semi-furnished,Sargasan,Other,1-5 years,3.0,Built-up,Ready_to_Move
55.0,1260.0,2.0,2.0,4.0,5.0,Unknown,Kudasan,Unknown,1-5 years,2.0,Built-up,Ready_to_Move
83.0,1872.0,3.0,1.0,8.0,14.0,unfurnished,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
80.0,1844.0,3.0,2.0,2.0,5.0,Unknown,Sargasan,Unknown,5-10 years,3.0,Super Built-up,Ready_to_Move
95.0,1255.0,3.0,1.0,7.0,14.0,Unknown,Sargasan,Unknown,New,3.0,Carpet,Ready_to_Move
50.0,739.0,2.0,1.0,1.0,8.0,unfurnished,Raysan,North-East,1-5 years,2.0,Carpet,Ready_to_Move
62.0,1755.0,3.0,2.0,9.0,11.0,unfurnished,Vavol,Unknown,New,3.0,Carpet,Ready_to_Move
37.0,1008.0,2.0,1.0,3.0,5.0,Unknown,Randesan,South-East,New,2.0,Super Built-up,Ready_to_Move
42.0,1260.0,2.0,1.0,4.0,8.0,unfurnished,Koba,South,New,2.0,Super Built-up,Ready_to_Move
32.0,1200.0,2.0,1.0,4.0,5.0,Unknown,Kalol,Unknown,5-10 years,2.0,Carpet,Ready_to_Move
250.0,2880.0,4.0,2.0,7.0,14.0,furnished,Sargasan,East,New,4.0,Super Built-up,Ready_to_Move
160.0,1494.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
50.0,1300.0,2.0,2.0,3.0,7.0,furnished,Randheja,Unknown,Unknown,2.0,Built-up,Ready_to_Move
33.51,860.0,2.0,1.0,3.0,7.0,Unknown,Vavol,Unknown,New,1.0,Super Built-up,Ready_to_Move
25.0,592.0145,1.0,1.0,6.0,7.0,unfurnished,Kalol,Unknown,1-5 years,1.0,Carpet,Ready_to_Move
22.5,592.0145,1.0,1.0,6.0,7.0,unfurnished,Kalol,Unknown,New,1.0,Carpet,Ready_to_Move
64.51,1683.0,3.0,1.0,8.0,11.0,unfurnished,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
78.0,1953.0,2.0,1.0,3.0,7.0,Unknown,Kudasan,Unknown,1-5 years,3.0,Carpet,Ready_to_Move
45.0,1200.0,2.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,2.0,Carpet,Ready_to_Move
65.0,815.0,2.0,1.0,3.0,6.0,Unknown,Gift City,Unknown,1-5 years,2.0,Carpet,Ready_to_Move
50.0,1125.0,2.0,1.0,3.0,7.0,Unknown,Sargasan,Unknown,5-10 years,2.0,Carpet,Ready_to_Move
190.0,1400.0,5.0,3.0,2.0,2.0,furnished,Pethapur,Unknown,10-20 years,5.0,Carpet,Ready_to_Move
40.0,1008.0,2.0,1.0,4.0,5.0,unfurnished,Randesan,East,5-10 years,2.0,Super Built-up,Ready_to_Move
63.0,1602.0,2.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,2.0,Carpet,Under_Construction
35.0,945.0,2.0,1.0,4.0,8.0,Unknown,Kalol,Unknown,5-10 years,2.0,Super Built-up,Ready_to_Move
95.0,529.0,2.0,2.0,0.0,1.0,Unknown,Gift City,Unknown,New,1.0,Built-up,Ready_to_Move
85.0,2025.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Built-up,Ready_to_Move
49.0,1161.0,2.0,1.0,4.0,7.0,Unknown,Sargasan,Unknown,5-10 years,2.0,Super Built-up,Ready_to_Move
51.0,1216.332,2.0,1.0,4.0,8.0,unfurnished,Kudasan,Unknown,New,2.0,Carpet,Ready_to_Move
56.0,1260.0,2.0,1.0,9.0,13.0,unfurnished,Raysan,Unknown,New,2.0,Carpet,Ready_to_Move
72.0,1413.0,2.0,3.0,9.0,13.0,unfurnished,Sargasan,East,New,2.0,Super Built-up,Ready_to_Move
42.5,1098.0,2.0,1.0,1.0,5.0,Unknown,Sargasan,Unknown,10-20 years,2.0,Super Built-up,Ready_to_Move
80.0,2160.0,3.0,3.0,6.0,13.0,Unknown,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
110.0,2223.0,3.0,1.0,5.0,13.0,unfurnished,Randesan,East,New,3.0,Super Built-up,Ready_to_Move
85.0,1100.0,3.0,1.0,5.0,5.0,unfurnished,Kudasan,North,5-10 years,3.0,Carpet,Ready_to_Move
35.0,1071.0,2.0,1.0,0.0,5.0,Unknown,Pethapur,Unknown,1-5 years,2.0,Carpet,Ready_to_Move
130.0,2025.0,3.0,1.0,9.0,13.0,furnished,Kudasan,Unknown,1-5 years,3.0,Carpet,Ready_to_Move
50.0,1323.0,2.0,1.0,2.0,5.0,unfurnished,Sargasan,East,1-5 years,2.0,Super Built-up,Ready_to_Move
42.0,963.0,2.0,1.0,2.0,5.0,unfurnished,Sargasan,East,1-5 years,2.0,Super Built-up,Ready_to_Move
36.5,666.0,1.0,1.0,1.0,5.0,unfurnished,Sargasan,East,New,1.0,Carpet,Ready_to_Move
220.00000000000003,3153.8227,3.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
70.0,1883.0,2.0,2.0,9.0,13.0,Unknown,Sargasan,Unknown,New,2.0,Super Built-up,Ready_to_Move
54.0,1260.0,2.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,2.0,Super Built-up,Ready_to_Move
115.0,1095.0,2.0,2.0,9.0,33.0,semi-furnished,Gift City,East,1-5 years,2.0,Super Built-up,Ready_to_Move
70.0,1689.9323,2.0,1.0,9.0,13.0,semi-furnished,Sargasan,Unknown,New,2.0,Carpet,Ready_to_Move
18.5,630.0,1.0,1.0,3.0,7.0,Unknown,Kolavada,Unknown,Unknown,1.0,Super Built-up,Ready_to_Move
100.0,2520.0,3.0,1.0,4.0,8.0,Unknown,Kudasan,Unknown,Unknown,3.0,Super Built-up,Ready_to_Move
65.0,1305.0,2.0,1.0,2.0,7.0,semi-furnished,Kudasan,Unknown,5-10 years,2.0,Super Built-up,Ready_to_Move
37.71,1250.0,2.0,3.0,4.5,7.0,Unknown,Gandhinagar Taluka,Unknown,New,3.0,Carpet,Ready_to_Move
150.0,2835.0,3.0,1.0,13.0,13.0,Unknown,Sargasan,Unknown,1-5 years,3.0,Super Built-up,Ready_to_Move
49.0,1200.0,2.0,3.0,4.0,8.0,Unknown,Sargasan,Unknown,New,2.0,Super Built-up,Ready_to_Move
38.0,1200.0,2.0,2.0,2.0,6.0,Unknown,Chiloda,Unknown,Unknown,2.0,Carpet,Ready_to_Move
180.0,4050.0,4.0,2.0,5.0,18.0,Unknown,Koba,Unknown,New,4.0,Super Built-up,Under_Construction
55.0,1089.0,2.0,1.0,0.0,1.0,Unknown,Pethapur,Unknown,New,2.0,Built-up,Ready_to_Move
85.0,1773.0,3.0,2.0,0.0,1.0,Unknown,Kudasan,Unknown,New,3.0,Built-up,Ready_to_Move
80.5,1854.0,3.0,1.0,10.0,14.0,unfurnished,Sargasan,Unknown,New,3.0,Super Built-up,Ready_to_Move
75.0,1785.0,3.0,1.0,4.0,8.0,Unknown,Sargasan,Unknown,Unknown,3.0,Carpet,Ready_to_Move
138.0,1700.0,2.0,1.0,17.0,33.0,unfurnished,Gift City,North,New,2.0,Super Built-up,Ready_to_Move
160.0,1325.0,2.0,2.0,21.0,25.0,furnished,Gift City,Unknown,New,2.0,Super Built-up,Ready_to_Move
110.0,483.0,1.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,1.0,Carpet,Ready_to_Move
95.0,600.0,1.0,1.0,8.5,25.0,Unknown,Gift City,Unknown,Unknown,1.0,Super Built-up,Under_Construction
